717,2373,4113,8623,18113,37505
ます	masu
スキー	suki-
形式	keishiki
さっき	sakki
減少	gennshou
きちんと	kichinnto
困難	konnnann
神経	shinnkei
あん	ann
赤い	akai
国道	kokudou
だめ	dame
ドア	doa
栽培	saibai
あら	ara
楽し	tanoshi
中学	chuugaku
待ち	machi
訓練	kunnrenn
移転	itenn
民主	minnshu
単位	tanni
工業	kougyou
さくら	sakura
受賞	jushou
我が家	wagaya
与える	ataeru
化粧	keshou
寒い	samui
出来事	dekigoto
逃げ	nige
無視	mushi
売れ	ure
測定	sokutei
優先	yuusenn
返事	hennji
終わる	owaru
触れ	saware
ロック	rokku
弱い	yowai
たび	tabi
モード	mo-do
落とし	otoshi
職業	shokugyou
場面	bamenn
ピアノ	piano
クリスマス	kurisumasu
がっ	gaxtu
翌日	yokujitsu
寿司	sushi
飲食	innshoku
走り	hashiri
沿い	soi
世の中	yononaka
かっ	kaxtu
ステージ	sute-ji
文学	bunngaku
アドバイス	adobaisu
コスト	kosuto
看板	kannbann
太郎	tarou
代金	daikinn
早速	sassoku
当初	tousho
達成	tassei
もち	mochi
原作	gennsaku
帰る	kaeru
弊社	heisha
育て	sodate
貴重	kichou
居る	iru
めん	menn
緊張	kinnchou
アドレス	adoresu
やん	yann
関心	kannshinn
ダメージ	dame-ji
本部	honnbu
人形	ninngyou
経過	keika
理論	rironn
皮膚	hifu
改めて	aratamete
ボランティア	borannthia
収入	shuunyuu
かた	kata
収集	shuushuu
苦手	nigate
確定	kakutei
心理	shinnri
おかしい	okashii
ストレス	sutoresu
大手	oote
エコ	eko
外科	geka
夏休み	natsuyasumi
もっとも	mottomo
テーブル	te-buru
あんな	annna
ワン	wann
男子	dannshi
解除	kaijo
名称	meishou
劇場	gekijou
主人	shujinn
所属	shozoku
すっかり	sukkari
青年	seinenn
基地	kichi
方式	houshiki
きょう	kyou
込み	komi
勝負	shoubu
災害	saigai
相場	souba
大統領	daitouryou
適切	tekisetsu
久々	hisabisa
休日	kyuujitsu
ちょ	cho
文書	bunnsho
人口	jinnkou
療法	ryouhou
働く	hataraku
プロフィール	purofi-ru
バー	ba-
温度	onndo
ジャンプ	jannpu
ミニ	mini
所有	shoyuu
乾燥	kannsou
うえ	ue
死ぬ	shinu
居酒屋	izakaya
ストーリー	suto-ri-
ナビ	nabi
駅前	ekimae
伸び	nobi
あげる	ageru
上手	uwate
規則	kisoku
リリース	riri-su
相互	sougo
コンサート	konnsa-to
新鮮	shinnsenn
遅く	osoku
巨大	kyodai
失礼	shitsurei
言語	genngo
一瞬	isshunn
民間	minnkann
勢い	ikioi
思想	shisou
ねん	nenn
理想	risou
うれしい	ureshii
廃止	haishi
越え	koe
りん	rinn
インタビュー	inntabyu-
暑い	atsui
ついで	tsuide
タクシー	takushi-
中身	nakami
プレイ	purei
申込	moushikome
同意	doui
医学	igaku
赤ちゃん	akachann
うまい	umai
武器	buki
抵抗	teikou
国会	kokkai
せっかく	sekkaku
ミス	misu
クリア	kuria
発信	hasshinn
おまえ	omae
実家	jikka
男女	dannjo
国立	kokuritsu
展望	tennbou
先週	sennshuu
民族	minnzoku
山形	yamagata
ツール	tsu-ru
カテゴリー	kategori-
汚れ	yogore
資源	shigenn
東北	touhoku
進行	shinnkou
免許	mennkyo
成立	seiritsu
共有	kyouyuu
貸し	kashi
マガジン	magajinn
投げ	nage
もらえる	moraeru
適当	tekitou
現象	gennshou
パターン	pata-nn
慣れ	nare
憲法	kennpou
幸い	saiwai
放題	houdai
つくる	tsukuru
コミュニティ	komyunithi
へん	henn
かね	kane
だい	dai
驚き	odoroki
緊急	kinnkyuu
宣言	senngenn
得意	tokui
起こし	okoshi
引用	innyou
前日	maebi
入荷	nyuuka
合う	au
きっかけ	kikkake
削減	sakugenn
箇所	kasho
促進	sokushinn
財産	zaisann
完了	kannryou
変える	kaeru
風邪	kaze
別れ	wakare
保育	hoiku
リーグ	ri-gu
手紙	tegami
施工	shikou
貴方	anata
オーナー	o-na-
マスコミ	masukomi
もつ	motsu
解析	kaiseki
入学	nyuugaku
都道府県	todoufukenn
若者	wakamono
輸入	yunyuu
親子	oyako
意外	igai
支配	shihai
行事	gyouji
個別	kobetsu
わずか	wazuka
発電	hatsudenn
組み合わせ	kumiawase
動作	dousa
貢献	koukenn
紅葉	kouyou
漢字	kannji
合計	goukei
単純	tannjunn
左右	sayuu
まいり	mairi
速度	sokudo
呼ぶ	yobu
階段	kaidann
主要	shuyou
中止	chuushi
所得	shotoku
定め	sadame
売却	baikyaku
制御	seigyo
ルーム	ru-mu
家具	kagu
だれ	dare
態度	taido
こいつ	koitsu
一定	ichijou
機構	kikou
スキル	sukiru
ほんと	honnto
入手	nyuushu
財政	zaisei
こども	kodomo
テキスト	tekisuto
証拠	shouko
邪魔	jama
割引	waribiki
低下	teika
最低	saitei
実感	jikkann
デビュー	debyu-
刺激	shigeki
コミュニケーション	komyunike-shonn
駄目	dame
キー	ki-
出席	shusseki
義務	gimu
集合	shuugou
差別	sabetsu
通勤	tsuukinn
調べる	shiraberu
面積	mennseki
作用	sayou
あらゆる	arayuru
下り	ori
開き	aki
おそらく	osoraku
家電	kadenn
出張	shucchou
指示	shiji
出品	shuppinn
ごめんなさい	gomennnasai
競争	kyousou
もともと	motomoto
癒し	iyashi
本気	honnki
連合	renngou
入院	nyuuinn
宣伝	senndenn
おれ	ore
プラス	purasu
性能	seinou
部品	buhinn
購読	koudoku
ゼロ	zero
やれ	yare
特典	tokutenn
フレーム	fure-mu
向こう	mukou
ええ	ee
避け	sake
コレ	kore
飲む	nomu
教会	kyoukai
記述	kijutsu
普及	fukyuu
いち	ichi
山田	yamada
医者	isha
見直し	minaoshi
資本	shihonn
まさか	masaka
地下	chika
あんた	annta
作者	sakusha
超える	koeru
挙げ	age
知事	chiji
ぐる	guru
回収	kaishuu
だり	dari
打ち	uchi
開設	kaisetsu
らん	rann
両方	ryouhou
食材	shokuzai
若干	jakkann
殺し	koroshi
朝食	choushoku
有料	yuuryou
どー	do-
リアル	riaru
格安	kakuyasu
モバイル	mobairu
好評	kouhyou
真実	shinnjitsu
すみません	sumimasenn
ノート	no-to
晴れ	hare
連載	rennsai
書店	shotenn
退職	taishoku
チラシ	chirashi
タイミング	taiminngu
仕上げ	shiage
ライト	raito
ドライブ	doraibu
配置	haichi
ふと	futo
履歴	rireki
戻り	modori
ベッド	beddo
一致	icchi
コラム	koramu
背中	senaka
栄養	eiyou
信号	shinngou
辛い	karai
競技	kyougi
雑貨	zakka
替え	kae
妊娠	ninnshinn
父親	chichioya
オフィス	ofisu
面倒	menndou
のんびり	nonnbiri
シンプル	shinnpuru
何処	izuko
キッチン	kicchinn
ごはん	gohann
苦労	kurou
強制	kyousei
自殺	jisatsu
短い	mijikai
イイ	ii
がち	gachi
宜しく	yoroshiku
金属	kinnzoku
カー	ka-
焼酎	shouchuu
休憩	kyuukei
重ね	kasane
キャンプ	kyannpu
伴う	tomonau
本体	honntai
店長	tennchou
甘い	amai
頑張り	gannbari
荷物	nimotsu
あわせ	awase
大幅	oohaba
マンガ	mannga
兄弟	kyoudai
時々	jiji
交渉	koushou
楽器	gakki
夕食	yuushoku
タウン	taunn
景色	keshiki
グリーン	guri-nn
市町村	shichousonn
山本	yamamoto
洗濯	senntaku
メモ	memo
学園	gakuenn
徹底	tettei
バラ	bara
解消	kaishou
想い	omoi
出荷	shukka
支え	sasae
とら	tora
明確	meikaku
振り	furi
部長	buchou
帰宅	kitaku
上がり	agari
屋根	yane
不要	fuyou
損害	sonngai
占い	uranai
開く	aku
少々	shoushou
道具	dougu
パック	pakku
描く	egaku
取扱い	toriatsukai
文句	monnku
作戦	sakusenn
土産	miyage
分類	bunnrui
リーダー	ri-da-
変換	hennkann
拠点	kyotenn
週末	shuumatsu
地下鉄	chikatetsu
サイド	saido
工夫	kufuu
発揮	hakki
パパ	papa
サークル	sa-kuru
話す	hanasu
旦那	dannna
解釈	kaishaku
個性	kosei
思考	shikou
手法	shuhou
窓口	madoguchi
常識	joushiki
海岸	umigishi
来週	raishuu
ギフト	gifuto
放置	houchi
近代	kinndai
保障	hoshou
キレイ	kirei
ゆき	yuki
信用	shinnyou
遺産	isann
本物	honnmono
保健	hokenn
我が	waga
上げる	ageru
同じく	onajiku
お疲れ様	otsukaresama
成績	seiseki
日程	nittei
貼り	hari
絵本	ehonn
そりゃ	sorya
外部	gaibu
きり	kiri
直後	chokugo
視聴	shichou
体調	taichou
教える	oshieru
美人	bijinn
ローン	ro-nn
銘柄	meigara
ゴール	go-ru
多様	tayou
美術	bijutsu
ランク	rannku
最強	saikyou
メルマガ	merumaga
ピンク	pinnku
中小	chuushou
宮城	kyuujou
過程	katei
インテリア	innteria
我慢	gamann
だら	dara
着物	kimono
向き	muki
愛し	aishi
出産	shussann
しま	shima
ヤツ	yatsu
矯正	kyousei
収穫	shuukaku
期限	kigenn
両親	ryoushinn
議会	gikai
わざわざ	wazawaza
店内	tennnai
コンピュータ	konnpyu-ta
特性	tokusei
たった	tatta
論文	ronnbunn
把握	haaku
役立つ	yakudatsu
保管	hokann
萌え	moe
設け	mouke
プラント	purannto
珍しい	mezurashii
備え	sonae
競馬	keiba
たとえば	tatoeba
筋肉	kinnniku
明るい	akarui
命令	meirei
学び	manabi
上がる	agaru
戦後	senngo
食べ物	tabemono
素直	sunao
ショー	sho-
殺人	satsujinn
マッサージ	massa-ji
妄想	mousou
事態	jitai
ブロック	burokku
手当	teate
実に	geni
工房	koubou
サロン	saronn
レッスン	ressunn
回数	kaisuu
異なり	kotonari
キャリア	kyaria
アート	a-to
単に	tannni
気温	kionn
しん	shinn
古代	kodai
明け	ake
ギター	gita-
受け入れ	ukeire
必須	hissu
隠し	kakushi
返し	kaeshi
怒り	okori
平日	heijitsu
複雑	fukuzatsu
立派	rippa
きれ	kire
アーティスト	a-thisuto
ココ	koko
高等	koutou
前半	zennhann
いかに	ikani
考慮	kouryo
ばっかり	bakkari
買取	kaitori
市立	shiritsu
黒い	kuroi
こん	konn
有する	yuusuru
熱い	atsui
供給	kyoukyuu
ちょう	chou
住む	sumu
委託	itaku
沿線	ennsenn
具合	guai
スクール	suku-ru
立つ	tatsu
用途	youto
疾患	shikkann
アイドル	aidoru
職人	shokuninn
限界	gennkai
ボク	boku
下げ	sage
しょ	sho
統合	tougou
玄関	gennkann
重い	omoi
進化	shinnka
人事	jinnji
顧客	kokyaku
実力	jitsuryoku
芸能	geinou
キャンセル	kyannseru
ロード	ro-do
形態	keitai
なれる	nareru
反省	hannsei
支給	shikyuu
リング	rinngu
恋人	koibito
けっこう	kekkou
手前	temae
動く	ugoku
配慮	hairyo
反映	hannei
訴え	uttae
本社	honnsha
たて	tate
生地	kiji
頂く	itadaku
創造	souzou
決勝	kesshou
アレ	are
崩壊	houkai
進み	susumi
世間	sekenn
おはよう	ohayou
直前	chokuzenn
役員	yakuinn
ブルー	buru-
再度	saido
実態	jittai
ぶっ	buxtu
体力	tairyoku
すん	sunn
経由	keiyu
入札	nyuusatsu
ごめん	gomenn
台風	taifuu
まとも	matomo
取り上げ	toriage
配布	haifu
統一	touitsu
忙しい	isogashii
回り	mawari
衝撃	shougeki
バッグ	baggu
新幹線	shinnkannsenn
真剣	shinnkenn
毎回	maikai
パス	pasu
こい	koi
仕組み	shikumi
収納	shuunou
高度	koudo
ニーズ	ni-zu
人権	jinnkenn
図る	hakaru
重視	juushi
深夜	shinnya
領域	ryouiki
向い	mui
寝る	neru
支部	shibu
ダンス	dannsu
支払	shiharae
とい	toi
習慣	shuukann
待つ	matsu
博士	hakase
清水	shimizu
会見	kaikenn
取り寄せ	toriyose
ねる	neru
呼吸	kokyuu
つて	tsute
乗る	noru
伝える	tsutaeru
巻き	maki
豪華	gouka
カウンター	kaunnta-
数値	suuchi
醤油	shouyu
どうせ	douse
延長	ennchou
間違え	machigae
今朝	kesa
首都	shuto
掲げる	kakageru
トーク	to-ku
吸収	kyuushuu
面接	mennsetsu
揚げ	age
オプション	opushonn
通過	tsuuka
中間	chuukann
加入	kanyuu
きっ	kixtu
見かけ	mikake
殆ど	hotonndo
パーツ	pa-tsu
通報	tsuuhou
やがて	yagate
遅い	osoi
だらけ	darake
至る	itaru
プール	pu-ru
振興	shinnkou
ピン	pinn
にゃ	nya
受信	jushinn
育児	ikuji
有る	aru
調理	chouri
厚生	kousei
セキュリティ	sekyurithi
上部	joubu
気味	kimi
味わい	ajiwai
踊り	odori
おか	oka
税金	zeikinn
意思	ishi
時刻	jikoku
ふるさと	furusato
流れる	nagareru
回避	kaihi
あらかじめ	arakajime
やさしい	yasashii
視線	shisenn
従業	juugyou
由来	yurai
検証	kennshou
来店	raitenn
透明	toumei
捜査	sousa
独特	dokutoku
ウェブ	webu
マスター	masuta-
山頂	sannchou
臭い	nioi
内閣	naikaku
ますます	masumasu
ともかく	tomokaku
歌詞	kashi
いける	ikeru
物理	butsuri
四季	shiki
科目	kamoku
狙い	nerai
決済	kessai
トマト	tomato
コミック	komikku
センチ	sennchi
抱え	kakae
毎月	maigetsu
塗装	tosou
おっ	oxtu
困る	komaru
懐かしい	natsukashii
入り口	irikuchi
サイン	sainn
燃料	nennryou
ショック	shokku
投手	toushu
泣き	naki
上位	joui
東海	toukai
つくり	tsukuri
葬儀	sougi
次元	jigenn
倉庫	souko
カップ	kappu
いえる	ieru
身近	mijika
別途	betto
増える	fueru
予測	yosoku
恐れ	osore
ゲット	getto
交付	koufu
判決	hannketsu
まる	maru
運命	unnmei
爆発	bakuhatsu
受け付け	uketsuke
振込	furikomi
次々	tsugitsugi
みな	mina
引き続き	hikitsuduki
部隊	butai
抜き	nuki
工作	kousaku
とう	tou
一括	ikkatsu
つぶやき	tsubuyaki
味噌	miso
需要	juyou
狭い	semai
変動	henndou
結論	ketsuronn
下車	gesha
ハイ	hai
渡し	watashi
さあ	saa
倶楽部	kurabu
一生	issho
ゴーゴー	go-go-
走行	soukou
恐怖	kyoufu
発明	hatsumei
くせ	kuse
勘違い	kannchigai
支店	shitenn
データベース	de-tabe-su
正式	seishiki
復帰	fukki
総会	soukai
リサイクル	risaikuru
当て	ate
フル	furu
布団	futonn
インフルエンザ	innfuruennza
遠い	tooi
よっ	yoxtu
こんばんは	konnbannha
確立	kakuritsu
つながり	tsunagari
はじめまして	hajimemashite
血液	ketsueki
審議	shinngi
前提	zenntei
不良	furyou
かぁ	kaxa
転換	tennkann
定義	teigi
講習	koushuu
宅配	takuhai
現金	gennkinn
店員	tenninn
ひどい	hidoi
講義	kougi
チャレンジ	charennji
検定	kenntei
向かい	mukai
天使	tennshi
毎週	maishuu
スケジュール	sukeju-ru
アホ	aho
充分	juubunn
抑え	osae
最悪	saiaku
お出かけ	odekake
激しい	hageshii
直し	naoshi
メリット	meritto
創作	sousaku
人類	jinnrui
半年	hannnenn
払い	harai
割合	wariai
性質	seishitsu
パーティー	pa-thi-
辞書	jisho
トレーニング	tore-ninngu
起こる	okoru
うた	uta
衛生	eisei
公表	kouhyou
代理	dairi
搭載	tousai
苦笑	kushou
過ぎる	yogiru
音声	onnsei
なき	naki
広がる	hirogaru
表紙	hyoushi
体重	taijuu
当たる	ataru
語り	katari
農家	nouka
執行	toriokonae
パート	pa-to
植え	ue
不満	fumann
統計	toukei
査定	satei
マイナス	mainasu
衣装	ishou
信仰	shinnkou
造り	tsukuri
生涯	shougai
地上	chijou
勇気	yuuki
革命	kakumei
青い	aoi
広報	kouhou
被告	hikoku
脂肪	shibou
トンネル	tonnneru
女優	joyuu
登り	nobori
有難う	arigatou
全身	zennshinn
攻略	kouryaku
ユーザ	yu-za
会館	kaikann
根拠	konnkyo
決める	kimeru
細かい	komakai
サンプル	sannpuru
機種	kishu
演劇	enngeki
給料	kyuuryou
日帰り	higaeri
応用	ouyou
ワード	wa-do
しょうが	shouga
連中	rennchuu
越し	koshi
受講	jukou
まつ	matsu
今夜	konnya
演技	enngi
下手	heta
バレ	bare
読書	dokusho
乗せ	nose
のり	nori
並び	narabi
ウチ	uchi
食堂	shokudou
入門	nyuumonn
株価	kabuka
廃棄	haiki
電源	denngenn
昼食	chuushoku
おもしろい	omoshiroi
翻訳	honnyaku
トン	tonn
むら	mura
ビックリ	bikkuri
未満	mimann
カタログ	katarogu
軽い	karui
うる	uru
認証	ninnshou
対戦	taisenn
シングル	shinnguru
知り合い	shiriai
つながる	tsunagaru
新作	shinnsaku
仏教	bukkyou
ゆったり	yuttari
悲しい	kanashii
薬局	yakkyoku
ボックス	bokkusu
新人	shinnjinn
地獄	jigoku
豆腐	toufu
入居	nyuukyo
遺跡	iseki
堪能	tannnou
要請	yousei
街道	kaidou
付ける	tsukeru
判定	hanntei
正しく	masashiku
思える	omoeru
まわり	mawari
小型	kogata
匂い	nioi
置く	oku
コントロール	konntoro-ru
口座	kouza
ごく	goku
温暖	onndann
教員	kyouinn
予め	arakajime
整形	seikei
バージョン	ba-jonn
全般	zennpann
まくり	makuri
勿論	mochironn
オーク	o-ku
観測	kannsoku
俳優	haiyuu
在住	zaijuu
防衛	bouei
要因	youinn
県立	kennritsu
近年	kinnnenn
覚悟	kakugo
訴訟	soshou
パーク	pa-ku
偶然	guuzenn
発想	hassou
披露	hirou
オイル	oiru
倒れ	taore
小屋	koya
じっくり	jikkuri
在日	zainichi
離婚	rikonn
タレント	tarennto
景気	keiki
総理	souri
売上	uriage
タン	tann
永遠	eienn
マニュアル	manyuaru
有機	yuuki
あそこ	asoko
開業	kaigyou
南部	nannbu
人工	jinnkou
開放	kaihou
ちん	chinn
発達	hattatsu
並べ	narabe
大体	daitai
拒否	kyohi
認める	mitomeru
県民	kennminn
軍事	gunnji
はっ	haxtu
連休	rennkyuu
すなわち	sunawachi
ブラック	burakku
室内	shitsunai
王子	ouji
心臓	shinnzou
あき	aki
イカ	ika
正面	seimenn
極めて	kiwamete
給与	kyuuyo
進出	shinnshutsu
流行	ryuukou
再現	saigenn
あくまで	akumade
決算	kessann
当選	tousenn
疑い	utagai
おまけ	omake
冒険	boukenn
哲学	tetsugaku
プレー	pure-
同社	dousha
食い	kui
イオン	ionn
分譲	bunnjou
チョコ	choko
救急	kyuukyuu
再開	saikai
隠れ	kakure
おけ	oke
梅雨	tsuyu
入場	nyuujou
ポスト	posuto
さぁ	saxa
現役	genneki
監視	kannshi
滞在	taizai
地点	chitenn
だいたい	daitai
対処	taisho
スタジオ	sutajio
チーズ	chi-zu
フード	fu-do
ぴったり	pittari
出現	shutsugenn
優秀	yuushuu
努め	tsutome
移行	ikou
諦め	akirame
創業	sougyou
ロボット	robotto
混乱	konnrann
予報	yohou
総務	soumu
申告	shinnkoku
ニュー	nyu-
伺い	ukagai
テロ	tero
自治	jichi
守り	mamori
カラオケ	karaoke
消し	keshi
素人	shirouto
以後	igo
スペシャル	supesharu
想定	soutei
蕎麦	soba
攻め	seme
臨床	rinnshou
なるほど	naruhodo
朝日	asahi
やる気	yaruki
数学	suugaku
回し	mawashi
確率	kakuritsu
帰国	kikoku
ペース	pe-su
詐欺	sagi
動向	doukou
オフ	ofu
意図	ito
アリ	ari
刑事	keiji
コト	koto
商業	shougyou
薄い	ushii
いったい	ittai
数々	kazukazu
主婦	shufu
電池	dennchi
新型	shinngata
日曜	nichiyou
作曲	sakkyoku
めぐり	meguri
さい	sai
提示	teiji
取り付け	toritsuke
させる	saseru
出力	shutsuryoku
敷地	shikichi
かく	kaku
オーダー	o-da-
余計	yokei
訂正	teisei
指揮	shiki
取扱	toriatsukai
落ちる	ochiru
格好	kakkou
サラダ	sarada
見せる	miseru
概念	gainenn
辞典	jitenn
付き合い	tsukiai
タイヤ	taiya
飽き	aki
並びに	narabini
もはや	mohaya
高原	kougenn
報酬	houshuu
本店	honntenn
容易	tayasu
定番	teibann
あぁ	axa
置き	oki
進学	shinngaku
マウス	mausu
リゾート	rizo-to
テニス	tenisu
ひたすら	hitasura
不正	fusei
すばらしい	subarashii
悪魔	akuma
フォト	foto
パリ	pari
無効	mukou
風味	fuumi
単なる	tannnaru
おる	oru
マナー	mana-
のち	nochi
真ん中	mannnaka
連結	rennketsu
留学	ryuugaku
コレクション	korekushonn
元々	motomoto
遊ぶ	asobu
ふれあい	fureai
男の子	otokonoko
スト	suto
予告	yokoku
コート	ko-to
ほんの	honnno
改造	kaizou
水道	suidou
条約	jouyaku
控え	hikae
焼肉	yakiniku
レンズ	rennzu
コム	komu
スキップ	sukippu
テープ	te-pu
恥ずかしい	hazukashii
姉妹	shimai
プレイヤー	pureiya-
いじめ	ijime
本書	honnsho
ギャラリー	gyarari-
メイド	meido
消防	shoubou
合成	gousei
がる	garu
カレンダー	karennda-
望む	nozomu
とく	toku
防災	bousai
保全	hozenn
はん	hann
特許	tokkyo
オレンジ	orennji
提携	teikei
輸送	yusou
仕掛け	shikake
切る	kiru
アウト	auto
ファミリー	famiri-
空い	ai
けん	kenn
通し	tooshi
学者	gakusha
金利	kinnri
通じ	tsuuji
循環	junnkann
興奮	koufunn
合い	ai
基盤	kibann
だんだん	danndann
